ID,MONTHS_BALANCE,STATUS
5046311,-5,C
5004365,-12,X
5143328,-42,0
5010677,-27,X
5125658,-53,X
5085964,-45,0
5061131,-42,0
5120139,-19,C
5004251,-27,0
5149495,-3,0
5048192,-47,0
5068573,-20,C
5036473,-1,C
5062456,-28,X
5048059,-29,0
5010831,-11,C
5120974,-1,X
5011996,-1,0
5117964,-44,C
5087473,-9,X
5069280,-4,0
5061120,-37,0
5065747,-26,X
5145951,-21,X
5003831,-47,X
5149827,-5,C
5061934,-20,0
5148763,-14,C
5048560,-24,C
5060047,-1,0
5145749,-50,0
5132319,-29,C
5120572,-7,0
5053182,-18,C
5060934,-2,0
5038607,-45,X
5041809,0,C
5035546,-13,0
5056113,-35,X
5121435,-3,X
5037250,-13,C
5092276,-36,0
5045996,-14,X
5114460,-2,C
5115651,-1,0
5062480,-26,0
5022660,-32,0
5112820,-30,C
5126523,-19,0
5116238,-8,C
5052642,-40,C
5046531,-11,1
5113255,-24,C
5002412,-16,0
5121971,-4,0
5024111,-7,0
5054303,-20,0
5067924,-14,C
5061320,-2,X
5011315,-55,X
5116180,-10,0
5136016,-1,C
5048555,-23,0
5045138,-11,0
5024490,-16,0
5062016,-18,X
5008865,-8,0
5121594,-37,C
5022207,-2,C
5023623,-6,0
5115607,-18,C
5145871,-32,C
5121117,-43,X
5126757,-3,X
5046230,-10,0
5047676,-8,0
5022716,-3,C
5036540,-44,1
5054392,-3,C
5089712,0,C
5117041,-23,C
5146042,-40,0
5125902,-31,C
5116428,0,X
5023040,-11,X
5086033,-37,X
5001870,-22,X
5079200,-3,C
5023734,-41,0
5023734,-49,0
5146601,-49,C
5066817,-2,0
5095132,-27,0
5078444,-13,C
5003743,-10,0
5060982,-15,X
5010101,-18,X
5028847,-20,C
5096071,-48,C
5036713,-53,0
5142730,-11,C
5143059,-7,0
5116669,-31,0
5010608,0,0
5059840,-11,X
5067447,-34,X
5062007,-27,C
5078987,-6,C
5011642,-2,X
5016583,-10,C
5088868,0,C
5090444,-17,1
5150468,-1,0
5067496,-8,0
5121531,-34,C
5090197,-13,0
5068980,-11,0
5105874,-28,0
5002556,-5,0
5029051,-27,C
5092228,-23,C
5132833,-16,0
5115903,-15,C
5002234,-2,C
5089234,-28,0
5002298,-11,C
5012586,0,C
5010379,-3,C
5045640,-10,C
5135710,-51,X
5079011,-4,C
5089866,-13,0
5068428,0,C
5009849,-12,X
5021340,-29,C
5069209,-5,C
5121579,-24,C
5061287,-21,C
5142793,-20,C
5095499,0,X
5003774,-41,0
5068648,-2,C
5121465,-11,0
5028736,-8,C
5028256,-56,0
5026691,-1,0
5143139,-26,C
5010307,-1,X
5116254,0,C
5105316,-31,0
5089697,-4,0
5078902,-38,X
5139953,-38,0
5090642,-9,X
5038755,0,0
5036870,-11,C
5024111,-53,X
5122140,-29,C
5003944,-5,C
5089305,-2,0
5105230,-1,0
5062287,-16,0
5069502,-35,0
5003019,-31,0
5004259,-20,C
5003924,-5,X
5011369,-39,0
5012187,-8,X
5112687,-18,0
5089733,-4,C
5028392,-41,C
5119948,-8,0
5016477,-21,X
5008838,-36,0
5024064,-42,0
5065793,-10,X
5003867,-8,C
5105407,-19,C
5016632,-20,0
5046489,-21,X
5005679,-35,X
5113412,-46,C
5016480,-12,0
5090872,-50,0
5003814,-36,0
5112717,-11,C
5089104,-6,C
5010925,-13,C
5142390,-8,0
5061286,-2,C
5079194,-21,C
5148715,-2,C
5045894,-20,C
5003986,-33,0
5121331,-38,X
5003225,-48,X
5003747,-27,X
5046150,-12,0
5060198,-46,0
5047636,-18,0
5038830,-1,C
5029649,-13,X
5041109,-15,0
5053219,-27,0
5010058,-22,C
5146456,-6,C
5003383,-29,C
5115836,-10,0
5009606,-10,0
5053473,-57,0
5114396,-29,0
5119980,-10,0
5112920,-29,0
5002999,-25,C
5094958,0,C
5089776,-39,X
5062632,-6,C
5121761,-45,C
5021545,-34,C
5117322,-3,X
5118048,-29,C
5121999,-24,C
5004339,-5,C
5068183,-40,C
5095230,-7,0
5117625,-1,C
5062548,-23,C
5091801,-2,X
5060479,-22,C
5045734,-38,0
5023068,-11,X
5004891,-9,0
5012727,-4,C
5142823,-7,0
5001918,-13,0
5104978,-22,0
5116145,-48,X
5016935,-29,X
5149591,-34,C
5061156,-8,C
5060034,-2,0
5140106,-25,0
5045902,-21,X
5149521,-31,0
5142935,-31,0
5105030,-33,X
5066543,-14,C
5105450,-39,X
5148717,-38,0
5022689,-6,X
5137511,-29,0
5060162,-8,X
5099946,-7,C
5012633,-11,C
5054049,-40,C
5002384,-20,C
5025051,-25,C
5120563,-6,X
5004166,-35,C
5009620,-25,C
5148614,-42,C
5003795,-22,0
5018156,-16,C
5046498,-26,X
5045555,-11,C
5143088,-13,C
5056128,-33,0
5044928,-2,C
5059888,-15,C
5003129,-14,C
5142166,-23,0
5146598,-9,C
5023619,-38,0
5065728,-48,X
5056072,-2,C
5011926,-18,C
5115785,-17,0
5017197,-15,X
5118360,-23,X
5058430,-28,C
5088976,-26,0
5009732,-21,C
5092370,-18,C
5002325,-6,C
5097136,-17,C
5061434,-13,C
5045254,-33,0
5143242,-30,0
5089439,-3,C
5096460,-20,0
5017859,-36,0
5114290,-11,C
5048095,-52,0
5010011,-32,0
5095559,-15,C
5092337,-7,C
5009529,-48,X
5042126,-28,0
5067719,-15,C
5012602,-36,0
5114647,-2,0
5048535,-4,C
5050544,-13,0
5009399,-24,C
5125682,-22,0
5089591,-8,C
5009428,-3,0
5023259,-27,C
5004306,-14,C
5002317,-24,C
5062590,-6,X
5012632,-16,0
5061418,-21,0
5005506,-6,0
5025225,-23,C
5012118,-8,X
5035423,-25,0
5003232,-6,0
5118623,-48,0
5087627,-19,0
5016342,-16,C
5067721,-9,C
5105191,-7,0
5046041,-17,C
5023974,-32,0
5033854,-3,0
5024493,-11,X
5149741,-26,0
5142750,-34,C
5090185,-11,C
5012504,-36,0
5012254,-6,0
5012729,-9,0
5048308,-21,C
5003793,-3,C
5126327,-4,C
5113629,-24,0
5012318,-2,0
5009981,-9,0
5149792,-10,C
5120807,-17,X
5008984,-29,X
5011390,-8,X
5016266,-6,C
5114575,-31,C
5146062,-11,C
5061478,-18,C
5067363,-6,0
5136980,-16,C
5004066,-46,C
5148975,-16,C
5002698,-10,C
5135751,0,0
5008915,-6,C
5125272,-35,X
5021558,-2,X
5097174,-1,C
5148960,-25,X
5018312,-3,X
5092149,-22,X
5121733,0,C
5092290,-56,X
5121000,-48,C
5121507,-25,0
5142203,-42,C
5046090,-39,C
5028933,-40,0
5002319,-17,X
5117266,-15,C
5022837,-18,C
5117145,-40,0
5089694,-33,C
5065704,-13,C
5142948,-21,0
5011911,-43,0
5005538,-19,X
5132324,-21,C
5113146,0,X
5037268,-5,X
5046390,-38,X
5065760,-20,0
5069327,-23,C
5092426,-10,X
5052799,-1,C
5089113,-10,X
5033878,-12,X
5135502,0,0
5121621,-32,0
5002091,-2,C
5091141,-13,C
5115630,-23,0
5105325,-6,0
5135384,-23,0
5114014,-19,0
5060309,-8,C
5061049,-31,0
5011410,-12,C
5091663,-36,X
5126205,-22,C
5143245,-1,0
5029001,-28,C
5090169,-12,C
5029711,-3,C
5024269,-35,0
5117199,-12,1
5065728,-3,X
5143613,-1,0
5089513,-30,C
5142167,-11,C
5059938,-26,X
5025087,-10,C
5091221,-10,C
5120206,0,C
5018040,-20,X
5054714,-28,C
5125605,-15,0
5114363,-37,0
5087576,-9,C
5010465,-21,X
5061023,-5,C
5029195,-9,X
5113568,-41,X
5112975,-25,C
5024529,-11,C
5090055,-8,0
5117642,-19,0
5018260,-35,C
5060071,-22,C
5116251,-1,C
5065710,-18,0
5095105,-52,0
5041560,-1,C
5047819,-15,C
5004557,0,C
5096013,-21,X
5012515,-11,0
5062582,-41,X
5096270,-34,X
5011674,-17,0
5051141,0,C
5067255,-19,0
5028500,-31,0
5126202,-28,X
5121289,0,X
5120440,-43,C
5116877,-6,C
5122133,-3,0
5002916,-11,X
5002243,-5,C
5046399,-16,C
5118291,-2,C
5120359,-50,0
5092337,-30,C
5067453,-10,0
5137387,-4,X
5042094,-11,X
5037007,-43,C
5003039,-3,C
5022872,-10,0
5050835,-58,0
5061563,-12,0
5021632,-52,X
5099932,-19,C
5033467,-10,0
5021717,-8,C
5068800,-51,C
5118434,-38,C
5010391,-31,X
5120314,-38,0
5017004,-21,0
5037300,-26,C
5036934,-21,0
5137323,-48,0
5132319,-8,C
5125415,-3,0
5114129,-14,C
5005847,-27,0
5050569,-18,0
5113452,-2,C
5143121,0,C
5005377,-36,0
5139733,-56,0
5067379,-36,0
5122199,-16,X
5053576,-11,X
5053012,-14,C
5125528,-14,0
5079015,0,C
5024771,-6,0
5149392,-26,0
5121381,-12,0
5143310,-18,C
5116539,0,X
5117692,-43,0
5024881,-30,C
5149770,-15,C
5062540,-34,C
5146496,-6,0
5091966,-17,C
5116568,-40,0
5021416,-26,C
5054581,-16,0
5035419,-30,0
5066767,-10,0
5002744,-23,C
5046543,-22,0
5116203,-39,0
5116035,-10,X
5142923,-23,0
5100046,-3,X
5046296,-19,C
5018271,-2,0
5021463,-6,C
5045379,-8,C
5029305,-14,0
5050741,-2,C
5005459,-23,X
5059790,-9,X
5068008,-28,C
5066765,-53,0
5045864,-2,C
5012566,-51,0
5009993,-39,X
5017310,-21,X
5126259,-42,0
5137171,-16,0
5004609,-34,0
5105764,-2,C
5113596,-10,X
5125952,-7,C
5004914,0,X
5096082,-12,C
5061174,-26,C
5004547,-1,C
5053485,-20,C
5068759,-10,C
5062190,-13,C
5149925,-11,0
5067655,-1,0
5010443,-36,0
5060008,-31,X
5142312,-25,C
5022797,-35,C
5004899,-10,0
5024833,-4,0
5004026,-23,X
5012738,-23,C
5105098,-36,C
5060686,-7,C
5088857,-17,0
5002810,-12,1
5091503,-2,C
5046350,-15,X
5060001,-18,0
5028602,0,0
5118614,-40,0
5095902,-8,X
5002238,-27,X
5053503,-38,0
5126456,-6,X
5053112,-4,X
5120700,-16,X
5017019,-8,C
5118526,-22,0
5025173,-13,C
5145716,-37,0
5135622,-20,0
5041527,-35,0
5113536,-13,0
5017643,-12,C
5052924,-47,1
5054619,-5,0
5052918,-35,0
5145983,-4,0
5135285,-36,X
5050622,-3,C
5113329,-37,C
5060832,-4,0
5011027,-35,X
5090630,-60,X
5017351,-41,0
5139371,-2,0
5078694,-52,0
5115613,-6,C
5029714,-5,0
5018479,-22,X
5132369,-50,0
5003410,-9,0
5059863,-24,C
5106002,-18,X
5120291,-28,C
5114089,-8,0
5051238,-9,C
5011755,-12,C
5003317,0,C
5116446,-19,C
5051045,-30,0
5106140,-21,0
5095866,-15,X
5002495,-11,X
5088433,-26,1
5139777,-38,X
5061681,-22,0
5061108,-28,0
5059762,-5,0
5003975,-37,0
5056217,-11,X
5032292,-2,C
5121651,-16,0
5060794,-20,C
5115801,-16,0
5067779,-8,X
5118617,-49,0
5036880,-15,0
5068755,-52,0
5036524,-13,X
5096889,-4,0
5118315,-40,X
5090669,-16,C
5090316,-28,C
5041606,-7,C
5132720,-25,0
5137229,-15,C
5010307,-5,X
5078573,-27,C
5004044,-11,0
5143476,-8,C
5022561,-13,C
5067228,-30,0
5069394,-16,C
5116258,-13,0
5061642,-8,0
5060054,-31,C
5036886,-10,X
5010651,-25,0
5012344,-23,C
5025102,-26,0
5097067,-21,0
5145940,-29,0
5011388,-3,C
5061400,-27,0
5045694,-13,C
5059780,-38,X
5028551,-42,C
5096214,-13,C
5100023,-35,C
5050595,-2,0
5053008,-19,X
5105744,-26,0
5011375,-38,X
5036923,-47,0
5126490,-37,0
5017102,-5,C
5116784,-14,C
5024085,-28,C
5052673,-34,C
5116933,-10,C
5017906,-13,C
5095035,-16,0
5060334,-35,X
5012349,-13,C
5095085,0,0
5145733,-8,0
5058484,0,C
5028296,-24,0
5009909,-22,C
5100130,-17,0
5094866,-10,X
5018153,-36,C
5004741,-23,0
5008918,-4,C
5142463,-10,X
5115628,-1,C
5126821,-12,C
5005735,-11,0
5121621,-19,0
5008838,-11,0
5029611,-53,0
5004668,-56,0
5100387,-4,C
5115784,-39,0
5022548,-1,C
5010606,-31,X
5148428,-45,C
5078668,-28,X
5060031,-14,X
5011563,-8,C
5117631,-37,X
5012440,-7,C
5060637,-40,C
5121658,0,X
5029133,-10,0
5005609,-12,0
5003950,-19,C
5100304,-36,C
5023055,-36,0
5137158,-24,C
5067314,-2,0
5004367,-6,X
5148550,-6,C
5137021,-16,X
5078824,0,C
5023539,-11,C
5016687,-28,0
5053932,-20,C
5011068,-27,C
5106037,-21,C
5078556,-13,0
5121829,-3,C
5009138,-6,X
5050686,-4,C
5061668,-16,X
5045356,-11,0
5002722,-8,C
5004533,-53,0
5120044,-42,X
5003634,-15,C
5042242,-17,0
5016297,-20,0
5001759,-4,0
5067328,-12,C
5052746,-1,C
5149286,-2,C
5024528,-6,0
5090480,-5,X
5003059,-28,X
5145817,-23,X
5112685,-18,C
5125310,-2,X
5099876,-27,X
5105748,-2,0
5112961,-21,0
5067941,-41,C
5059935,-22,0
5106059,-6,X
5078808,-11,C
5090781,-8,0
5004452,-9,X
5105264,-16,0
5149896,-21,X
5047659,-29,C
5121496,-12,C
5048005,-26,0
5012603,0,X
5121564,-13,C
5004773,-54,0
5024870,-36,C
5003645,-14,C
5022683,-7,0
5054689,-11,C
5023612,-8,C
5135606,-3,C
5021839,-7,C
5004335,-10,X
5004726,-1,0
5067187,-9,0
5022707,-1,0
5004820,-2,C
5105058,-12,X
5045756,-8,0
5017500,-34,0
5143295,-48,0
5099882,-28,0
5125874,-21,X
5135591,-34,C
5096681,-46,0
5135711,-2,X
5104969,-44,X
5010572,-16,X
5145734,-3,X
5011448,-46,0
5022812,-19,1
5125314,-25,0
5149341,-22,C
5058419,-48,0
5142154,-11,X
5061390,-32,C
5121669,-34,C
5146296,-42,0
5060749,-23,X
5068119,-35,C
5024344,-19,C
5149591,-48,0
5090531,-7,X
5088865,-12,0
5118390,-3,C
5114434,-56,0
5088415,-39,0
5033893,-53,X
5002738,-15,0
5041936,-17,X
5060628,-24,0
5024229,-2,X
5017613,-30,0
5018298,-10,0
5148823,-31,X
5116810,-16,C
5023942,-23,0
5053506,-49,X
5126330,-1,C
5113671,-26,X
5142395,-17,X
5038930,-31,X
5023069,-5,C
5005457,-22,X
5023409,-5,0
5011163,-18,C
5021271,-19,C
5067283,-23,C
5023150,-36,0
5005159,-10,0
5004468,-14,C
5105139,-4,C
5053069,-4,0
5090445,-22,C
5126146,-24,C
5045210,-7,C
5060571,-40,X
5005701,-25,0
5125658,-44,0
5118403,-49,0
5011830,-11,0
5017206,-33,C
5028731,-12,C
5113255,-2,C
5091016,-5,0
5021581,-6,C
5067224,-37,C
5002291,-9,0
5067390,-36,0
5090298,-10,C
5149332,-15,X
5114142,-2,0
5023321,-11,X
5143000,-23,0
5045748,-10,C
5004963,-3,C
5113546,-38,0
5118643,0,1
5149144,-6,C
5059767,-33,X
5002979,-36,C
5099723,-2,0
5028600,-31,0
5095162,-37,X
5011786,-17,X
5126157,-6,C
5121837,-32,C
5105301,-31,C
5062367,-5,X
5002427,-3,C
5011691,-15,0
5086001,0,X
5028881,-18,0
5143030,-11,0
5096790,-57,0
5012104,-19,C
5028853,-10,C
5018335,-5,C
5065598,-6,C
5024726,-21,0
5105166,-23,C
5021324,-11,C
5008906,-13,0
5035848,-4,C
5060923,-3,C
5089422,-11,C
5002380,-17,0
5060973,-41,C
5036217,-35,0
5023188,-16,0
5116884,-18,C
5016688,-29,C
5121973,-11,C
5023267,-3,X
5012212,-10,C
5078646,-29,C
5050661,-17,X
5005790,-17,C
5100096,-12,0
5001895,-5,C
5125625,-9,C
5001725,-4,0
5117287,-22,C
5047801,-17,X
5142988,-29,0
5149217,-6,0
5011435,-30,C
5139779,-39,X
5045477,0,C
5023921,-1,C
5045452,-1,C
5051208,-18,C
5139310,-43,X
5113022,-14,0
5004950,-2,0
5118490,-49,0
5118405,-27,0
5139857,-23,0
5091549,-37,0
5091557,-7,C
5112764,-3,X
5048379,-23,0
5092258,-9,C
5045392,-1,0
5036750,-9,C
5115649,-13,C
5053436,-36,C
5041516,-2,X
5078876,-37,0
5068013,-10,0
5122304,-11,C
5096123,-11,0
5125242,-8,X
5010137,-31,C
5116862,-8,0
5065803,-15,0
5042260,-10,0
5012207,-18,0
5125218,-16,0
5126376,-16,X
5062168,-3,0
5016696,-6,C
5126518,-34,0
5078972,-4,C
5017307,-34,0
5011141,-5,C
5148582,-14,X
5017406,-19,C
5090485,-30,X
5078738,-52,0
5115977,-18,C
5091285,-44,0
5113992,-4,0
5004201,-13,X
5002053,-8,X
5023136,0,X
5034001,0,C
5053483,-41,0
5022330,-4,0
5005678,-6,X
5140074,-10,0
5048221,-36,X
5067884,-41,0
5001841,-9,C
5003122,-10,C
5060480,-42,0
5113655,-33,C
5026123,-1,C
5016244,-13,C
5021695,-18,0
5038784,-28,0
5016258,-2,X
5023812,-50,0
5091127,-17,C
5116593,-4,C
5010274,-6,C
5095499,-36,X
5125352,-19,C
5143250,-7,C
5050586,-6,C
5062247,-21,0
5067881,-10,C
5139912,-1,C
5120455,-14,0
5095561,-8,0
5121678,-33,0
5033883,-8,0
5046141,-17,C
5120926,-3,X
5022505,-9,0
5061305,-14,C
5002702,-4,X
5122104,0,X
5125429,-1,0
5105413,-16,X
5053556,-18,X
5149090,-42,0
5038523,-29,0
5149947,-12,0
5104997,-9,X
5042304,-26,0
5091560,-10,C
5061755,-17,C
5146027,-25,X
5022186,-13,C
5054775,-45,0
5120106,-15,C
5115476,-24,X
5091274,-3,0
5148469,-3,0
5142437,-11,X
5068622,-23,C
5121104,-44,0
5054763,-8,C
5062444,-52,0
5009023,-32,0
5053751,-22,0
5010325,-9,C
5048109,-46,0
5012394,-14,X
5069438,-13,C
5017691,-5,0
5001738,-33,0
5062035,-5,C
5115616,-15,0
5122154,-18,C
5085886,-10,5
5023739,-13,C
5061249,-21,C
5113497,-18,0
5125786,-17,C
5054210,-20,0
5143613,-7,0
5041449,-25,0
5060855,-30,X
5060136,-27,0
5105720,-10,X
5148992,-23,C
5143412,-19,C
5029772,-35,C
5125624,-15,0
5061100,-32,0
5113074,-1,0
5135905,-1,C
5054637,-24,C
5024600,-45,0
5142571,-54,0
5023273,-33,X
5105422,-50,X
5010903,-16,X
5096888,-26,C
5054157,-4,C
5004387,-21,X
5024923,-1,0
5120809,-2,0
5061794,-19,X
5003020,-8,C
5061767,-21,C
5120542,-22,C
5010781,-9,C
5024295,-37,C
5053701,-5,C
5092014,-43,0
5142675,-8,C
5099913,-16,C
5050565,-3,0
5005086,-7,X
5059957,-16,C
5016958,-14,0
5002026,-46,X
5116427,-11,X
5054052,-34,0
5060563,-6,C
5120034,-27,X
5011714,-13,0
5062297,-33,0
5136904,-9,C
5074620,-4,0
5097089,0,X
5069001,-29,C
5036067,-1,0
5120963,-15,C
5120422,-41,0
5136923,-15,0
5146412,-6,C
5002813,-37,0
5091174,-5,C
5120417,-11,0
5029195,-2,0
5117283,-24,C
5059882,-3,C
5067696,-11,0
5041711,-53,1
5139931,-24,C
5067761,-25,C
5038783,-18,0
5068383,-12,1
5126166,0,C
5004528,-24,0
5022128,-23,C
5061968,-2,0
5116655,-24,0
5140014,-17,C
5038700,-17,C
5092206,-7,X
5011315,-47,X
5023712,-15,C
5012102,-12,C
5053630,-6,X
5136012,-6,0
5046389,-26,X
5033829,-10,0
5061707,-26,C
5024703,-33,C
5024257,-22,C
5089776,-23,0
5053895,-12,X
5010085,-36,0
5121668,-30,0
5024976,-26,0
5005804,-37,X
5096799,-11,C
5062332,-30,C
5025144,0,X
5029061,-10,C
5135736,-31,X
5062006,-45,0
5091229,-18,X
5150043,-9,0
5002571,-1,C
5023759,-9,X
5062019,-45,0
5125181,-26,X
5041396,-12,0
5090808,-20,X
5149361,-18,0
5028288,-1,X
5092409,-6,C
5016392,-4,C
5028357,-1,X
5125351,-41,X
5126345,0,X
5046545,-7,C
5122294,-49,0
5048413,-16,X
5142341,-9,X
5067296,-47,X
5113233,-9,X
5125978,-12,C
5062195,-47,C
5004544,-14,C
5120050,-11,C
5096065,-27,C
5017853,-13,X
5060964,-26,C
5100075,-21,C
5061226,-13,C
5004013,-11,C
5017995,-11,C
5016725,-25,C
5017857,-3,0
5120840,-15,0
5090493,-26,0
5097163,-36,C
5021372,-16,C
5004675,-8,C
5097094,-22,C
5125305,-9,0
5114395,-13,C
5126504,-9,C
5021350,-1,0
5091630,-6,C
5139891,-12,C
5022496,-40,0
5095553,-39,C
5126138,-60,X
5054219,-1,0
5116611,-4,C
5139606,-35,0
5146027,-5,X
5062156,-20,0
5139466,-7,0
5116775,-8,C
5095673,-38,0
5113121,-23,0
5089463,-14,C
5078756,-29,C
5116409,0,C
5011602,-12,0
5087701,-14,C
5105102,0,X
5120160,-27,X
5126285,-17,C
5018137,-12,0
5065385,-4,X
5023859,-12,X
5038582,-9,C
5041826,-1,C
5125487,-43,X
5115693,-4,X
5060721,-12,0
5118120,-13,0
5135864,-7,C
5069088,-27,0
5048064,-8,C
5024422,-15,C
5028269,-38,0
5060771,-23,X
5118349,-35,0
5017233,-31,C
5100050,-38,0
5115498,-19,X
5113469,-2,0
5137293,-3,C
5001963,-8,X
5053783,-52,X
5054500,-11,C
5066783,-1,0
5005875,-32,0
5078858,-26,C
5041395,-25,C
5105998,-14,C
5079243,-23,0
5089998,-40,X
5078433,-3,C
5022548,0,C
5060696,-28,C
5090079,-7,C
5009364,-1,0
5033862,-1,X
5016276,0,X
5149162,-29,C
5045638,-34,C
5106075,-24,C
5009766,-40,0
5025960,-36,0
5010855,-31,C
5021365,-5,C
5060852,-51,0
5011606,-8,C
5149675,-43,0
5106021,-33,X
5033806,-3,C
5146492,-8,C
5113570,-6,C
5091127,-20,C
5018323,-38,0
5022058,-29,C
5135414,-11,C
5061178,-25,C
5065621,-8,0
5023739,-25,C
5142211,-7,C
5067395,-39,C
5132718,-36,0
5146429,-4,C
5016434,-14,C
5041641,-30,0
5095242,-27,0
5041434,-10,C
5090568,-10,C
5125392,-15,X
5142590,-19,C
5011961,-9,C
5051045,-3,C
5146024,-40,0
5096271,-48,X
5061462,-29,C
5022103,-40,0
5126138,-29,C
5022060,-14,0
5017456,-36,0
5114625,-9,0
5096019,-1,1
5017058,-15,C
5121984,-23,0
5016571,-25,0
5053653,-17,C
5005101,-7,C
5016491,-25,0
5068383,-16,0
5106121,-45,0
5011633,-2,C
5066488,-14,0
5029099,-23,C
5095869,-5,C
5012469,-7,X
5033960,-8,0
5061882,-35,X
5100273,-5,0
5028502,-36,0
5054637,-8,C
5018396,-10,C
5038792,-17,C
5114262,0,X
5067795,-8,X
5024874,-17,C
5067196,-7,X
5017241,-21,C
5062751,-20,C
5012377,-34,0
5126499,-16,C
5016700,-19,0
5135384,-25,0
5118006,-1,0
5017099,-5,C
5041102,-10,C
5149200,-54,0
5011617,-21,X
5016379,-16,C
5114405,-19,0
5105921,-1,C
5023846,-22,0
5074687,-12,C
5090362,-35,X
5143577,-26,0
5054650,-5,1
5118359,-9,C
5120537,-11,C
5113340,-14,C
5105254,-17,X
5089438,-8,C
5116239,-21,C
5003495,-3,C
5051150,-24,X
5042027,-15,0
5111069,-22,0
5120606,-31,C
5009062,-45,X
5115620,-20,C
5002999,-34,C
5099847,-17,C
5091406,-13,0
5060395,-14,C
5061385,-21,0
5090471,-24,0
5113669,-6,X
5115655,-20,0
5012042,-39,X
5054115,-30,X
5137469,-26,0
5116638,0,C
5114235,-7,0
5113464,-6,X
5089829,-7,0
5048603,-49,0
5068124,-14,C
5137028,-25,0
5042281,-8,X
5002674,-19,C
5053636,-25,C
5121435,-10,X
5143284,-25,X
5105048,-7,C
5091470,-44,0
5091927,-14,X
5125323,-1,0
5002642,-5,C
5041418,-7,X
5091508,-32,C
5067259,-23,C
5143324,-8,0
5139380,-16,0
5148557,-10,C
5068953,-26,C
5092344,-15,C
5096927,-29,0
5042073,-27,0
5003002,-42,X
5139370,-11,0
5011003,-17,0
5068749,-35,0
5053124,-4,C
5096232,-22,X
5121830,-38,0
5010385,-3,X
5062245,0,0
5004470,-7,0
5010127,-15,0
5121618,-36,X
5056001,-13,C
5052832,-33,0
5017815,-16,C
5016781,-32,C
5003206,-16,X
5143265,-30,0
5045962,-20,C
5059869,-19,0
5090516,-7,C
5024391,-47,0
5113874,-14,X
5021627,-40,2
5066498,-25,C
5004255,-30,C
5146284,-24,X
5009822,-3,0
5023780,-13,C
5145716,-25,C
5005206,-2,C
5061023,-35,C
5137229,-47,0
5024363,-6,0
5053903,-26,X
5068082,-23,C
5018030,-36,C
5116811,-28,0
5061286,-26,X
5018011,-50,0
5009629,-35,C
5091448,-12,C
5089440,-51,0
5041582,-19,X
5118187,-45,X
5061874,-4,X
5088566,-15,0
5054395,-25,C
5012246,-6,0
5004106,-54,0
5050790,-42,0
5113621,-17,5
5050530,-14,0
5024434,-14,C
5105526,-13,0
5096729,-2,X
5009866,-30,0
5044709,-15,X
5105711,-14,X
5047970,-8,C
5121129,-5,0
5003027,-10,C
5016887,-28,C
5143512,0,0
5060058,-43,X
5114607,-17,0
5012134,-41,0
5079016,-45,1
5116184,-4,C
5065499,-8,C
5089794,-12,C
5091365,-11,X
5113727,-18,C
5067433,-23,0
5096179,-16,X
5069136,-4,X
5142112,-31,C
5052747,-2,C
5117591,-36,C
5011684,-27,X
5113285,-6,C
5116735,-34,0
5088826,-11,C
5010814,-23,C
5002737,-7,X
5011675,-8,C
5052902,-18,X
5003155,-34,0
5065589,-36,X
5096185,-14,C
5001883,-41,C
5009627,-17,0
5018138,-13,X
5117910,-11,C
5135784,-26,C
5060321,-24,C
5002183,-39,X
5023261,-2,C
5149292,-2,C
5117016,-43,C
5002317,-26,C
5005456,-15,X
5023115,-26,0
5120275,-30,0
5022845,-7,C
5002779,-44,0
5113208,-29,1
5061723,-16,1
5139392,-3,C
5016717,-35,C
5017142,-18,C
5091330,-22,C
5114496,-1,C
5045382,-41,C
5011959,-22,0
5024316,0,0
5010172,-28,0
5117901,-4,C
5065447,-12,X
5004592,-17,C
5028257,-23,0
5038604,-32,X
5126537,-22,0
5025066,-20,0
5116380,-2,X
5121553,-4,C
5068913,-13,0
5012351,-23,C
5047975,-29,0
5038745,-1,X
5048285,-14,0
5114339,-11,0
5003748,-14,X
5062175,-14,0
5148810,-13,C
5021465,-4,0
5068573,-48,C
5024466,-13,C
5024263,-7,0
5012628,-7,C
5069411,-22,C
5096118,-20,0
5048025,-31,X
5114485,-25,0
5016786,-28,0
5003456,-39,0
5095417,-48,C
5047964,-10,C
5100372,-44,C
5060552,-3,0
5021213,-5,0
5045530,-13,C
5062156,-7,C
5142873,-21,C
5149622,-2,0
5009873,-44,0
5105986,-6,X
5143324,-7,0
5137417,-10,0
5145922,-53,0
5120496,-7,C
5126777,-24,C
5118101,-5,0
5149529,-20,C
5126171,-14,C
5016917,-12,C
5092453,-2,C
5068875,-25,C
5149814,-17,0
5002866,-14,0
5091035,-29,C
5148932,-31,C
5047666,-11,0
5135514,-57,X
5041739,-21,C
5060637,-36,C
5038715,-7,C
5061594,-28,0
5029356,-4,C
5060434,-19,X
5011509,-8,0
5122011,0,C
5023650,-12,C
5029271,-1,0
5149628,-5,C
5009265,-12,C
5089004,-25,C
5068926,-16,0
5054207,-17,C
5085625,-32,0
5011941,-16,0
5100012,-59,X
5001829,-21,X
5062114,-30,C
5012128,-40,C
5009028,-10,0
5018078,-6,X
5046505,-16,C
5135429,0,C
5149355,-49,C
5061838,-5,C
5149710,-7,C
5116176,-9,0
5051202,-12,C
5004658,-18,C
5069493,-6,0
5033916,-20,X
5028560,-22,C
5033666,-16,C
5115971,-34,0
